step,loss,val_loss,grad_norm,logits_max,n_masked,masked_ratio
0,11.477270126342773,10.843506813049316,6.16733327328201,2.9081826210021973,956,0.15069356872635561
1066,6.068789833705823,5.716812562942505,1.4828808821114716,12.576684951782227,894,0.15643044619422572
2132,5.416016627431587,5.215997314453125,1.2151151881875484,17.528438568115234,855,0.14792387543252594
3198,5.0572284180496245,4.903275108337402,1.1963827757313066,18.692710876464844,951,0.1545085296506905
4264,4.637535172376579,4.18156852722168,1.6641672559176028,19.813095092773438,1015,0.1412468689117729
5330,3.7630218663314046,3.282100200653076,1.829165881644582,21.268949508666992,868,0.14625105307497893
6396,3.2025661815174526,2.923129916191101,1.5762896580657006,21.017038345336914,1001,0.14023536004483048
7462,2.9291181226608676,2.648323321342468,1.4251269107876705,21.24845314025879,1472,0.1490632911392405
8528,2.7482285260259545,2.517242932319641,1.3394502281190863,22.172229766845703,1498,0.15356227575602255
9594,2.6113645679284216,2.4226738452911376,1.6934658297625063,22.108030319213867,856,0.1552412042074719
10660,2.5082540594838125,2.347967529296875,1.4466208936844858,22.915712356567383,1082,0.14689112136844965
11726,2.4294422847021364,2.2176642179489137,1.1463315761016537,23.387561798095703,1529,0.14632979232462437
12792,2.358880128131351,2.1993537187576293,1.2546071788906685,23.55769157409668,1287,0.1475748194014448
13858,2.2778620401198153,2.100695860385895,1.3291982662862347,24.988340377807617,1008,0.1463627123566139
14924,2.210675748159469,2.075509750843048,1.2003903932425624,25.07413101196289,1238,0.14482919981282172
15990,2.157581956815988,1.986240029335022,1.2962870465081886,25.82590675354004,1124,0.14758403361344538
17056,2.1131524569992726,2.009326994419098,1.2745453934564444,25.20659637451172,1232,0.14656197953842492
18122,2.0553677203954943,1.9602487564086915,1.088284096367564,25.9527587890625,1246,0.15167376749847838
19188,2.0258742616726804,1.8878592371940612,1.1021251525424758,25.846637725830078,1174,0.1532237013834508
20254,1.9879807696780836,1.8262127995491029,1.2805514135864722,26.01382827758789,951,0.14741900480545653
21320,1.9517338965891897,1.8400259017944336,1.0427710991034471,26.821866989135742,1139,0.1415434323350317
22386,1.9191131488914561,1.86312415599823,1.1760955250833807,26.354921340942383,920,0.1510673234811166
23452,1.8949594769424167,1.704959261417389,1.0321774168449807,26.84780502319336,998,0.14743684443787855
24518,1.8726715494723079,1.6787129878997802,1.0759671977701453,26.458683013916016,995,0.15907274180655476
25584,1.8533142535592557,1.6503475546836852,1.0650032344260831,27.247203826904297,774,0.1490180978051598
26650,1.8308607305192142,1.776089334487915,1.1853177506338808,26.8309268951416,1035,0.14789939982852243
27716,1.8086512042925909,1.6670405626296998,0.8313506933851692,26.290945053100586,1449,0.14664507640927033
28782,1.7879110819626929,1.7186497569084167,0.8891825581978305,28.17972755432129,1273,0.14930799906169365
29848,1.773565759801954,1.6602323412895204,0.9054305867664821,27.816688537597656,1242,0.14808632407297007
30914,1.7592334586281266,1.6468574762344361,1.0443304612434057,27.95169448852539,1050,0.14270182114705082
31980,1.7295539778347981,1.6802891492843628,0.7882561027303577,27.985702514648438,1401,0.14519639340864338
