step,loss,grad_norm,logits_max,n_masked,masked_ratio
0,13.16899299621582,6.439771448837044,2.062056064605713,193,0.14212076583210603
10,11.430058479309082,4.596130054688669,2.4301793575286865,221,0.1676783004552352
20,10.484171867370605,4.764708551613226,2.7323086261749268,187,0.13376251788268956
30,9.358095169067383,4.810555181439528,3.102299451828003,143,0.11458333333333333
40,8.272188186645508,4.8231987743858555,3.71045184135437,177,0.13657407407407407
50,7.0398030281066895,4.742732543052512,4.21321439743042,199,0.13800277392510402
60,5.831357955932617,4.815033272506515,4.919869899749756,200,0.15760441292356187
70,4.635830402374268,4.519856929733827,5.43739652633667,185,0.1483560545308741
80,3.583773374557495,3.9370987131534907,6.046327590942383,180,0.14184397163120568
90,2.8536202907562256,2.5374725199954016,6.687623977661133,150,0.12028869286287089
100,2.531933307647705,1.7755274626892195,7.044386386871338,202,0.15478927203065135
110,2.378056049346924,1.5728122985316884,7.449282169342041,180,0.145985401459854
120,2.280165910720825,1.2903442327048826,7.7224602699279785,179,0.148424543946932
130,2.240431308746338,1.2800465716253306,7.997904300689697,219,0.15846599131693198
140,2.2014002799987793,1.5085573927098233,8.151165962219238,190,0.14147431124348472
150,2.1474475860595703,1.5902023845310065,8.349220275878906,184,0.14285714285714285
160,2.1289381980895996,1.3559866451749218,8.382352828979492,185,0.1430781129156999
170,2.116366386413574,1.050853976791677,8.589717864990234,188,0.13662790697674418
180,2.1408705711364746,1.449772634967152,8.68174934387207,182,0.1301859799713877
190,2.078423261642456,1.4388953998210723,8.830859184265137,165,0.1321056845476381
200,2.0916008949279785,0.915703441112507,8.897302627563477,226,0.15859649122807018
210,2.0938339233398438,0.793136367232385,8.927980422973633,210,0.13743455497382198
220,2.1079907417297363,1.2996500659787125,9.011364936828613,204,0.14147018030513175
230,2.0329623222351074,1.4681758439661703,9.114846229553223,182,0.13725490196078433
240,2.115060806274414,0.7882128522366321,9.126949310302734,193,0.14710365853658536
250,2.0608882904052734,1.5794493867113772,9.179195404052734,207,0.14860014357501794
260,2.0869457721710205,1.2878751720419668,9.234514236450195,185,0.14907332796132153
270,1.997843623161316,1.6416300010367164,9.350688934326172,194,0.14831804281345565
280,2.0217344760894775,0.8692964541074071,9.387145042419434,224,0.16220130340333092
290,2.031783103942871,1.1140520190417886,9.413102149963379,194,0.13916786226685796
