step,loss,val_loss,grad_norm,logits_max,n_masked,masked_ratio
0,10.777441024780273,10.840809154510499,2.0028256269846336,2.46797251701355,806,0.15626211709965102
1000,5.405920512676239,6.959117269515991,1.871963231510582,11.313218116760254,740,0.14422139933736114
2000,4.633728697299957,6.314619636535644,2.6520846851414452,13.178383827209473,687,0.1384243401168648
3000,3.8003499109745027,5.541870737075806,2.369497888894764,14.884407043457031,832,0.16504661773457646
4000,3.291737582206726,5.33520245552063,3.2726975085647956,15.927267074584961,571,0.14869791666666668
5000,3.06648877453804,4.765805912017822,2.728522096579736,16.839862823486328,659,0.1494669993195736
6000,2.917744387626648,4.751791214942932,2.517831107610263,17.661846160888672,889,0.14782174925174593
7000,2.806351999044418,5.125119018554687,2.7485380588142685,18.129779815673828,616,0.14102564102564102
8000,2.7392146196365355,4.519275975227356,2.9371759271693003,18.875396728515625,655,0.14933880528955767
9000,2.6615068600177767,4.698755073547363,2.513170409883951,19.108415603637695,966,0.14993015675927363
10000,2.5750777366161346,4.64802725315094,2.917107390049193,20.063215255737305,633,0.1489061397318278
11000,2.5234995844364168,4.300469470024109,2.4496762541656913,20.21408462524414,906,0.15191146881287726
12000,2.48038233089447,3.9453970909118654,2.5141858159570156,20.830888748168945,839,0.14535689535689536
13000,2.441801066875458,4.457027626037598,2.7786350791573575,20.98017692565918,808,0.15329159552267121
14000,2.4002089388370513,4.346552991867066,2.269070269338556,21.98349952697754,775,0.14770344959024204
15000,2.3703220205307005,4.414427351951599,3.117615338496682,22.544404983520508,644,0.13945430922477262
16000,2.3455317549705503,3.9352550983428953,2.7711824504790683,23.254638671875,765,0.14926829268292682
17000,2.317094291806221,4.6299278974533085,2.3329127465740407,21.445270538330078,835,0.15651358950328023
18000,2.3041801533699036,4.043918466567993,2.1151299003281783,21.271135330200195,880,0.1454785915027277
19000,2.282911670446396,3.9082557916641236,2.5352436780875274,23.826435089111328,700,0.14739945251631922
20000,2.2495223939418794,3.9822587251663206,2.8067145470705968,23.246850967407227,635,0.13682396035337213
21000,2.2434870287179947,3.9559381723403932,2.4701044755352473,22.58405303955078,770,0.14697461347585417
22000,2.2205233252048493,4.470764589309693,2.33393344446019,21.356639862060547,640,0.1496026180458158
23000,2.213966428756714,3.808328557014465,2.5996058312062167,21.92186164855957,660,0.1485482781904119
24000,2.1968420397043227,4.2027771949768065,2.383248158127016,21.703277587890625,656,0.1400213447171825
25000,2.1741455832719803,3.9461291313171385,2.3232961961584984,22.565446853637695,773,0.1489402697495183
26000,2.1673501975536347,4.50794038772583,1.989112513283373,22.178363800048828,960,0.1522359657469077
27000,2.1540487570762634,3.9529895067214964,2.0114405376599844,23.477174758911133,895,0.1478605650090864
28000,2.1419286888837816,4.152569317817688,2.3696292253800637,24.286706924438477,829,0.14340079571008477
29000,2.129463384270668,4.189866733551026,2.280442110234469,24.64853286743164,812,0.15349716446124764
30000,2.1172588703632353,3.792033290863037,2.5201793023599524,22.5671329498291,650,0.1457725947521866
