step,loss,grad_norm,logits_max,n_masked,masked_ratio
0,10.982830047607422,2.029354897355805,2.8977344036102295,153,0.13212435233160622
10,11.026111602783203,1.8049600105027825,3.1183969974517822,178,0.13136531365313653
20,10.945767402648926,1.8284419905563074,3.0492000579833984,166,0.1360655737704918
30,11.043961524963379,1.4932968534159545,3.2040021419525146,222,0.15959741193386054
40,11.044302940368652,1.6848598864148223,3.2612340450286865,158,0.15324927255092144
50,10.895524024963379,1.7370787865512263,3.4458603858947754,184,0.1500815660685155
60,10.777518272399902,1.5146479316918309,3.1495361328125,174,0.13733228097868982
70,10.69775104522705,1.4413554666009696,3.37455415725708,183,0.15762273901808785
80,10.758843421936035,1.512066561015411,3.6651687622070312,197,0.14646840148698884
90,10.858203887939453,1.4522156569988607,3.8354153633117676,202,0.15233785822021115
100,10.546890258789062,1.9022637677149523,3.558908224105835,190,0.152
110,10.494522094726562,1.5256740776636701,3.8706910610198975,208,0.15215801024140455
120,10.48828125,1.88765479962013,4.246842861175537,167,0.14977578475336323
130,10.600154876708984,1.5346598105655889,4.347510814666748,255,0.17465753424657535
140,10.618816375732422,1.9900671187128027,4.425843715667725,191,0.14806201550387596
150,10.419002532958984,1.7237820221316005,4.561835765838623,231,0.15854495538778313
160,10.434124946594238,2.859364723120661,4.794606685638428,183,0.14698795180722893
170,10.332828521728516,2.2749202825690786,5.215338230133057,199,0.15694006309148265
180,10.46349048614502,2.6549314324371545,4.924588680267334,208,0.16262705238467554
190,10.310750007629395,3.0397523188794455,4.7121663093566895,183,0.13853141559424678
200,10.312705993652344,2.660302875304954,5.250420570373535,170,0.1461736887360275
210,10.295199394226074,1.9004519014438033,5.872376441955566,203,0.14817518248175182
220,10.175333023071289,3.1451708768240993,5.849969387054443,148,0.137291280148423
230,10.306928634643555,2.9893825547791724,5.643052577972412,168,0.16076555023923444
240,10.205024719238281,2.7616802811984487,5.649505615234375,193,0.1562753036437247
250,10.105487823486328,2.352314651613026,6.005799770355225,169,0.13402061855670103
260,10.244616508483887,2.468359688483452,5.665935039520264,197,0.1597729115977291
270,10.141924858093262,2.531219506467986,5.835829257965088,179,0.14377510040160643
280,10.117558479309082,3.0001821357130827,6.0937323570251465,210,0.1650943396226415
290,10.11165714263916,2.737027503777933,5.833301067352295,160,0.16243654822335024
