step,loss,val_loss,grad_norm,logits_max,n_masked,masked_ratio
0,10.836102485656738,10.896238803863525,1.6349968046700387,2.131075382232666,3094,0.9129536736500442
1000,5.297269112586975,6.531457185745239,1.5146522587188727,12.155904769897461,2849,0.8973228346456693
2000,4.6306966896057125,5.83014326095581,2.2447495205438965,13.747429847717285,3365,0.911430119176598
3000,4.45845459651947,5.507490825653076,2.186487509801465,14.748588562011719,2590,0.8720538720538721
4000,4.31650408244133,5.065939998626709,1.599526221827899,15.163074493408203,2849,0.8900343642611683
5000,4.195399725437165,4.358472609519959,1.7261940465324992,15.951780319213867,3059,0.903425871234495
6000,4.126235579490662,4.7900806903839115,2.3171611677289174,16.51543426513672,2712,0.887434554973822
7000,4.070134927034378,4.62701644897461,1.662485849254514,16.56621551513672,2896,0.901338313103019
8000,4.0152614414691925,4.785425424575806,1.4808655449506352,17.211135864257812,3055,0.8964201877934272
9000,3.978050439596176,4.6089598655700685,1.80918189743211,17.093782424926758,2600,0.8934707903780069
10000,3.9443965139389037,4.826629114151001,1.8024959014779027,17.890615463256836,3226,0.9243553008595988
11000,3.9136182777881623,4.457914996147156,1.5916444127864493,17.594383239746094,3619,0.9351421188630491
12000,3.8939281668663024,4.6553771734237674,1.5284320593428686,17.971309661865234,2558,0.875727490585416
13000,3.868495274066925,4.393659329414367,1.701086072834389,17.912456512451172,2938,0.9026113671274961
14000,3.8477214136123656,4.032434272766113,1.469396351632713,18.73969841003418,3285,0.9232715008431703
15000,3.8279590520858764,4.276522326469421,1.3411695896646347,18.909948348999023,3042,0.8970805072250073
16000,3.8158246772289277,3.9396114110946656,1.7805994035291037,18.328800201416016,3103,0.9183190292986091
17000,3.797620717048645,4.296296882629394,1.4721206217864156,18.61549186706543,3399,0.9213879100027108
18000,3.7871573510169982,4.303473973274231,1.5804422242555807,18.409589767456055,3163,0.9125793421811886
19000,3.78143567442894,4.352872729301453,1.5802378324772703,18.63787841796875,2829,0.9078947368421053
20000,3.7680979998111725,4.306877470016479,1.4272797890778874,19.200973510742188,2604,0.8851121685927941
21000,3.750137996196747,4.156518650054932,1.431568126358428,20.068662643432617,3144,0.9113043478260869
22000,3.7474146683216096,3.8943819284439085,1.5059823788920257,18.699392318725586,2523,0.8846423562412342
23000,3.7345853345394135,4.397429609298706,1.6649490103510625,19.537273406982422,2922,0.8979717271051014
24000,3.727360497713089,4.09437780380249,1.3643792258080154,19.904050827026367,2923,0.8963508126341613
25000,3.7175087490081786,3.9192521572113037,1.4215393747746694,18.942358016967773,3211,0.9174285714285715
26000,3.7129909744262695,4.221767711639404,1.5267494883411277,19.313600540161133,3083,0.9038405159777192
27000,3.698438056945801,4.292126154899597,1.5629376619933215,19.19479751586914,3063,0.8979771328056289
28000,3.6937975668907166,3.6648929834365847,1.4331745891094423,20.871259689331055,2289,0.8693505507026206
29000,3.68878915309906,4.389550709724427,1.2733431390459795,20.43906021118164,2982,0.9119266055045872
30000,3.680250746488571,4.1368132591247555,1.6236648123350783,19.7791748046875,2510,0.8595890410958904
31000,3.676615440368652,4.068307614326477,1.2705305464848806,20.602781295776367,2770,0.8776932826362485
32000,3.6705679326057434,4.2297498941421505,1.2623876646615375,19.021434783935547,3214,0.9193363844393593
33000,3.6696690185070038,4.164811611175537,1.442666797095697,19.657442092895508,2413,0.8620936048588782
34000,3.6555757660865784,4.2913185358047485,1.2222876341758158,20.706918716430664,3223,0.919281232173417
35000,3.6564504053592684,4.226388359069825,1.1779795732850578,20.00811195373535,3650,0.9373394966615306
36000,3.6509841938018797,4.235508561134338,1.4618261295289907,20.973430633544922,3436,0.933695652173913
37000,3.6465295670032503,4.241191720962524,1.2449838127114148,21.140945434570312,3160,0.9085681426106959
38000,3.640960269451141,4.274638676643372,1.4492720421466077,20.14299201965332,3106,0.9068613138686131
39000,3.6369086639881134,4.498766326904297,1.0383417013204659,20.241046905517578,3187,0.9240359524499855
40000,3.632226301908493,4.036791205406189,1.1078919906577724,19.885940551757812,3070,0.917239318792949
41000,3.6285554840564727,4.105257844924926,1.4153032942544128,21.1855411529541,3031,0.9096638655462185
42000,3.6185459320545195,3.922305941581726,1.4684838648017655,21.195098876953125,2854,0.8988976377952755
43000,3.6227438583374023,3.491123819351196,1.052965683785808,20.49888038635254,3134,0.9018705035971223
44000,3.611975490808487,4.302921104431152,1.2769104574309078,21.18678092956543,2678,0.8788972760091893
45000,3.6128896346092225,4.17427179813385,1.753589597824848,19.688291549682617,3367,0.9179389312977099
46000,3.606356937646866,3.5871956586837768,1.396549673810176,22.21123504638672,2690,0.8910235177210997
47000,3.607107527256012,4.064176344871521,1.43037740068982,20.294231414794922,3164,0.9265007320644216
48000,3.5988026041984558,3.785093069076538,1.1790151649487672,21.607091903686523,2799,0.8818525519848771
49000,3.6028684465885163,3.8691638708114624,1.284552787275571,20.942310333251953,3017,0.9011350059737157
50000,3.5912236258983614,3.8544244527816773,1.4983632701399159,20.56765365600586,2431,0.8608356940509915
51000,3.6010486104488373,4.1961509704589846,1.3665624663245215,21.08538055419922,2281,0.8523916292974589
52000,3.589731841087341,4.247141194343567,1.2841617573484374,22.57936668395996,3200,0.9150700600514727
53000,3.586945236682892,3.933588147163391,1.181426684242424,21.279788970947266,3145,0.8980582524271845
54000,3.5816939990520478,4.074129343032837,1.3811837850523636,21.634178161621094,3082,0.9096812278630461
55000,3.587419455766678,4.2474448680877686,1.5272573141844923,20.550506591796875,2717,0.8830029249268768
56000,3.578477240085602,3.8387062788009643,1.3281580056137492,20.972457885742188,2811,0.9085326438267615
57000,3.5836406633853914,4.122145175933838,1.4008251484678156,21.53546714782715,2809,0.899167733674776
58000,3.578925054550171,4.001226115226745,1.19067179345863,20.034208297729492,3144,0.905790838375108
59000,3.5737037329673766,4.124023079872131,1.624898440486,21.35350227355957,3186,0.9184202940328625
60000,3.567174640417099,4.28047285079956,1.2803757543040695,20.564071655273438,2517,0.8724436741767765
61000,3.564407257795334,3.791009306907654,1.2329160875894873,21.54689598083496,2807,0.8996794871794872
62000,3.5654216165542603,4.0780000448226925,1.1012767252797018,20.620927810668945,3285,0.9127535426507363
63000,3.5685139708518983,4.317350363731384,1.3670510082622598,22.104633331298828,3063,0.9102526002971768
64000,3.5670847940444945,3.968421792984009,1.2348866640074072,20.738855361938477,3230,0.9139784946236559
65000,3.5613804574012757,3.9191691398620607,1.2794418196246633,21.110309600830078,2739,0.8809906722418784
66000,3.5511937494277954,4.12383120059967,1.335956680783716,20.85342788696289,3342,0.9138638228055783
67000,3.5648857307434083,3.955434250831604,1.4576489889626856,22.00480079650879,2886,0.9030037546933667
68000,3.5538319606781004,3.808318591117859,1.1482267539659308,20.753902435302734,3202,0.9138127853881278
69000,3.5469291887283325,4.211769223213196,1.1395292699633213,20.53932762145996,2188,0.8540202966432474
70000,3.5535091383457185,3.8946373224258424,1.6897067376981738,21.167491912841797,2786,0.8998708010335917
71000,3.552217384815216,4.213021469116211,1.3614676960306087,20.95883560180664,2563,0.8804534524218481
72000,3.546989591836929,4.313696670532226,1.3559244745859795,21.056007385253906,3300,0.9148877183254782
73000,3.551007331609726,3.6830439805984496,1.129447073568415,22.017101287841797,3001,0.8974282296650717
74000,3.5445003652572633,3.7171643495559694,1.536086064003643,21.18737030029297,2410,0.8709794000722805
75000,3.5424759228229523,4.2629262685775755,1.2257386603239502,21.137073516845703,2744,0.897025171624714
76000,3.54398113155365,4.092553758621216,1.1235998260084914,22.36325454711914,2910,0.891271056661562
77000,3.5403766484260557,4.049463772773743,1.5335013981434564,21.47979164123535,2797,0.895900064061499
78000,3.5399447720050814,4.162403249740601,1.4087189069845358,21.10658073425293,3100,0.9022118742724098
79000,3.5272175948619844,4.255666303634643,1.7067976648950691,20.67347526550293,1998,0.8600947051226862
80000,3.5395854244232177,4.025186157226562,1.1451732413558227,22.13176727294922,2799,0.9008690054715159
81000,3.5367262258529664,4.04655122756958,1.1451770141893711,22.086362838745117,3557,0.927026322647902
82000,3.536695832490921,3.8648919582366945,1.3292731416546542,23.20816421508789,3001,0.8998500749625188
